,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn
10,11,A,P3,,,Victoria Bachkes Vei 23,0,0,Andre,Eldre,1380,0,0,10.449376,63.450155,False,False,False,False,False,False,0,0,False,[22.053504 21.360192 22.015968 ... 25.59003  25.404696 25.55829 ],[13.335492 12.859392 12.822822 ... 14.016108 13.910814 13.309962],[20.96082  20.304078 20.984556 ... 24.071478 24.087348 24.29145 ],[1.092684 1.056114 1.031412 ... 1.518552 1.317348 1.26684 ],[13.335492 12.859392 12.822822 ... 14.016108 13.910814 13.309962],0,0,0,0,0,0,0,[35.388996 34.219584 34.83879  ... 39.606138 39.31551  38.868252],357400.0,26.0,39.0,172858.42215600002,0,0,184552.9821,0,0,0,6.9821100000000005,0,0,18.8094,0,0,0,10.45557,0,0,28.5729,0,0,0,Referansesituasjon
11,12,A,P3,,,Østmarkveien 28D,0,0,Andre,Eldre,6140,0,0,10.447554,63.452576,False,False,False,False,True,False,0,0,False,[ 98.122112  95.037376  97.955104 ... 113.85709  113.032488 113.71587 ],[59.333276 57.214976 57.052266 ... 62.361524 61.893042 59.219686],[ 93.26046   90.338434  93.366068 ... 107.100634 107.171244 108.07935 ],[4.861652 4.698942 4.589036 ... 6.756456 5.861244 5.63652 ],[59.333276 57.214976 57.052266 ... 62.361524 61.893042 59.219686],0,0,0,0,0,0,0,[157.455388 152.252352 155.00737  ... 176.218614 174.92553  172.935556],1590200.0,115.0,174.0,769094.7188680001,0,0,821127.0362999999,0,0,0,31.065330000000003,0,0,83.6882,0,0,0,46.51971,0,0,127.12870000000001,0,0,0,Referansesituasjon
12,14,A,P3,,,Østmarkveien 22H,0,0,Andre,Eldre,160,0,0,10.448633,63.451336,False,False,False,False,True,False,0,0,False,[2.556928 2.476544 2.552576 ... 2.96696  2.945472 2.96328 ],[1.546144 1.490944 1.486704 ... 1.625056 1.612848 1.543184],[2.43024  2.354096 2.432992 ... 2.790896 2.792736 2.8164  ],[0.126688 0.122448 0.119584 ... 0.176064 0.152736 0.14688 ],[1.546144 1.490944 1.486704 ... 1.625056 1.612848 1.543184],0,0,0,0,0,0,0,[4.103072 3.967488 4.03928  ... 4.592016 4.55832  4.506464],41400.0,3.0,5.0,20041.556192,0,0,21397.4472,0,0,0,0.80952,0,0,2.1808,0,0,0,1.21224,0,0,3.3128,0,0,0,Referansesituasjon
13,15,A,P3,,,Østmarkveien 22F,0,0,Andre,Eldre,178,0,0,10.448502,63.45142,False,False,False,False,True,False,0,0,False,[2.8445824 2.7551552 2.8397408 ... 3.300743  3.2768376 3.296649 ],[1.7200852 1.6586752 1.6539582 ... 1.8078748 1.7942934 1.7167922],[2.703642  2.6189318 2.7067036 ... 3.1048718 3.1069188 3.133245 ],[0.1409404 0.1362234 0.1330372 ... 0.1958712 0.1699188 0.163404 ],[1.7200852 1.6586752 1.6539582 ... 1.8078748 1.7942934 1.7167922],0,0,0,0,0,0,0,[4.5646676 4.4138304 4.493699  ... 5.1086178 5.071131  5.0134412],46100.0,3.0,5.0,22296.231263600002,0,0,23804.66001,0,0,0,0.9005909999999999,0,0,2.4261399999999997,0,0,0,1.348617,0,0,3.68549,0,0,0,Referansesituasjon
14,16,A,P3,,,Østmarkveien 22C,0,0,Andre,Eldre,266,0,0,10.448505,63.451574,False,False,False,False,False,False,0,0,False,[4.2508928 4.1172544 4.2436576 ... 4.932571  4.8968472 4.926453 ],[2.5704644 2.4786944 2.4716454 ... 2.7016556 2.6813598 2.5655434],[4.040274  3.9136846 4.0448492 ... 4.6398646 4.6429236 4.682265 ],[0.2106188 0.2035698 0.1988084 ... 0.2927064 0.2539236 0.244188 ],[2.5704644 2.4786944 2.4716454 ... 2.7016556 2.6813598 2.5655434],0,0,0,0,0,0,0,[6.8213572 6.5959488 6.715303  ... 7.6342266 7.578207  7.4919964],68900.0,5.0,8.0,33319.08716920001,0,0,35573.25597,0,0,0,1.3458269999999999,0,0,3.62558,0,0,0,2.015349,0,0,5.50753,0,0,0,Referansesituasjon
15,17,A,P3,,,Østmarkveien 22A,0,0,Andre,Eldre,330,0,0,10.448914,63.451471,False,False,False,False,False,False,0,0,False,[5.273664 5.107872 5.264688 ... 6.119355 6.075036 6.111765],[3.188922 3.075072 3.066327 ... 3.351678 3.326499 3.182817],[5.01237  4.855323 5.018046 ... 5.756223 5.760018 5.808825],[0.261294 0.252549 0.246642 ... 0.363132 0.315018 0.30294 ],[3.188922 3.075072 3.066327 ... 3.351678 3.326499 3.182817],0,0,0,0,0,0,0,[8.462586 8.182944 8.331015 ... 9.471033 9.401535 9.294582],85500.0,6.0,9.0,41335.709645999996,0,0,44132.23484999999,0,0,0,1.669635,0,0,4.4979,0,0,0,2.500245,0,0,6.83265,0,0,0,Referansesituasjon
16,18,A,P3,,,Østmarkveien 40,0,0,Andre,Eldre,780,0,0,10.447684,63.4532,False,False,False,False,False,False,0,0,False,[12.465024 12.073152 12.443808 ... 14.46393  14.359176 14.44599 ],[7.537452 7.268352 7.247682 ... 7.922148 7.862634 7.523022],[11.84742  11.476218 11.860836 ... 13.605618 13.614588 13.72995 ],[0.617604 0.596934 0.582972 ... 0.858312 0.744588 0.71604 ],[7.537452 7.268352 7.247682 ... 7.922148 7.862634 7.523022],0,0,0,0,0,0,0,[20.002476 19.341504 19.69149  ... 22.386078 22.22181  21.969012],202000.0,15.0,22.0,97702.58643600001,0,0,104312.5551,0,0,0,3.94641,0,0,10.6314,0,0,0,5.90967,0,0,16.149900000000002,0,0,0,Referansesituasjon
17,19,A,P3,,,Østmarkveien 40,0,0,Andre,Eldre,781,0,0,10.447829,63.453439,False,False,False,False,True,False,0,0,False,[12.4810048 12.0886304 12.4597616 ... 14.4824735 14.3775852 14.4645105],[7.5471154 7.2776704 7.2569739 ... 7.9323046 7.8727143 7.5326669],[11.862609  11.4909311 11.8760422 ... 13.6230611 13.6320426 13.7475525],[0.6183958 0.5976993 0.5837194 ... 0.8594124 0.7455426 0.716958 ],[7.5471154 7.2776704 7.2569739 ... 7.9323046 7.8727143 7.5326669],0,0,0,0,0,0,0,[20.0281202 19.3663008 19.7167355 ... 22.4147781 22.2502995 21.9971774],202300.0,15.0,22.0,97827.84616219999,0,0,104446.289145,0,0,0,3.9514695,0,0,10.64503,0,0,0,5.917246499999999,0,0,16.170605000000002,0,0,0,Referansesituasjon
18,20,A,P3,,,Østmarkveien 38,0,0,Andre,Eldre,544,0,0,10.44852,63.453116,False,False,False,False,False,False,0,0,False,[ 8.6935552  8.4202496  8.6787584 ... 10.087664  10.0146048 10.075152 ],[5.2568896 5.0692096 5.0547936 ... 5.5251904 5.4836832 5.2468256],[8.262816  8.0039264 8.2721728 ... 9.4890464 9.4953024 9.57576  ],[0.4307392 0.4163232 0.4065856 ... 0.5986176 0.5193024 0.499392 ],[5.2568896 5.0692096 5.0547936 ... 5.5251904 5.4836832 5.2468256],0,0,0,0,0,0,0,[13.9504448 13.4894592 13.733552  ... 15.6128544 15.498288  15.3219776],140900.0,10.0,15.0,68141.29105279999,0,0,72751.32048000001,0,0,0,2.7523679999999997,0,0,7.41472,0,0,0,4.1216159999999995,0,0,11.26352,0,0,0,Referansesituasjon
19,21,A,P3,,,Østmarkveien 38,0,0,Andre,Eldre,546,0,0,10.448812,63.453317,False,False,False,False,True,False,0,0,False,[ 8.7255168  8.4512064  8.7106656 ... 10.124751  10.0514232 10.112193 ],[5.2762164 5.0878464 5.0733774 ... 5.5455036 5.5038438 5.2661154],[8.293194  8.0333526 8.3025852 ... 9.5239326 9.5302116 9.610965 ],[0.4323228 0.4178538 0.4080804 ... 0.6008184 0.5212116 0.501228 ],[5.2762164 5.0878464 5.0733774 ... 5.5455036 5.5038438 5.2661154],0,0,0,0,0,0,0,[14.0017332 13.5390528 13.784043  ... 15.6702546 15.555267  15.3783084],141400.0,10.0,15.0,68391.8105052,0,0,73018.78856999999,0,0,0,2.762487,0,0,7.44198,0,0,0,4.136769,0,0,11.30493,0,0,0,Referansesituasjon
20,22,A,P3,,,Østmarkveien 38,0,0,Andre,Eldre,546,0,0,10.448821,63.453542,False,False,False,False,True,False,0,0,False,[ 8.7255168  8.4512064  8.7106656 ... 10.124751  10.0514232 10.112193 ],[5.2762164 5.0878464 5.0733774 ... 5.5455036 5.5038438 5.2661154],[8.293194  8.0333526 8.3025852 ... 9.5239326 9.5302116 9.610965 ],[0.4323228 0.4178538 0.4080804 ... 0.6008184 0.5212116 0.501228 ],[5.2762164 5.0878464 5.0733774 ... 5.5455036 5.5038438 5.2661154],0,0,0,0,0,0,0,[14.0017332 13.5390528 13.784043  ... 15.6702546 15.555267  15.3783084],141400.0,10.0,15.0,68391.8105052,0,0,73018.78856999999,0,0,0,2.762487,0,0,7.44198,0,0,0,4.136769,0,0,11.30493,0,0,0,Referansesituasjon
21,24,D,P3,,,Østmarkveien 26F,2984054,Bo- og behandlingssenter,Sykehjem,Eldre,352,0,2,10.445739,63.451703,False,False,False,False,False,False,0,0,False,[7.392 7.392 7.392 ... 8.096 7.744 7.744],[2.816 2.816 2.816 ... 3.52  3.168 3.168],[6.688 6.688 6.688 ... 7.04  7.04  7.04 ],[0.704 0.704 0.704 ... 1.056 0.704 0.704],[2.816 2.816 2.816 ... 3.52  3.168 3.168],0,0,0,0,0,0,0,[10.208 10.208 10.208 ... 11.616 10.912 10.912],93600.0,8.0,10.0,59474.272000000004,0,0,34158.08,0,0,0,3.872,0,0,4.576,0,0,0,4.928,0,0,4.928,0,0,0,Referansesituasjon
22,27,A,P3,,,Østmarkveien 49,4811105,Sykehus,Sykehus,TEK10/TEK17,6750,0,5,10.452927,63.454629,False,False,False,False,False,False,0,0,True,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[10  0 10 ... 10 20 10],[0. 0. 0. ... 0. 0. 0.],0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,Referansesituasjon
23,31,A,P3,,,Harry Borthens Vei 13,2987239,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,TEK10/TEK17,3725,0,12,10.447886,63.454105,False,False,False,False,True,False,0,0,False,[40.975 37.25  37.25  ... 59.6   55.875 52.15 ],[14.9   11.175  7.45  ... 26.075 22.35  18.625],[37.25  37.25  37.25  ... 52.15  48.425 48.425],[3.725 0.    0.    ... 7.45  7.45  3.725],[14.9   11.175  7.45  ... 26.075 22.35  18.625],0,0,0,0,0,0,0,[55.875 48.425 44.7   ... 85.675 78.225 70.775],444200.0,30.0,19.0,310620.29999999993,0,0,133593.4,0,0,0,14.9,0,0,14.9,0,0,0,7.45,0,0,11.175,0,0,0,Referansesituasjon
24,35,A,P3,,,Sjømannsveien 21A,2987440,Annen bygning for bofellesskap,Sykehjem,Eldre,2232,0,5,10.442713,63.450953,False,False,False,False,True,False,0,0,False,[46.872 46.872 46.872 ... 51.336 49.104 49.104],[17.856 17.856 17.856 ... 22.32  20.088 20.088],[42.408 42.408 42.408 ... 44.64  44.64  44.64 ],[4.464 4.464 4.464 ... 6.696 4.464 4.464],[17.856 17.856 17.856 ... 22.32  20.088 20.088],0,0,0,0,0,0,0,[64.728 64.728 64.728 ... 73.656 69.192 69.192],593700.0,54.0,62.0,377120.952,0,0,216593.28,0,0,0,24.552,0,0,29.016,0,0,0,31.247999999999998,0,0,31.248,0,0,0,Referansesituasjon
25,36,A,P3,,,Østmarkveien 28U,2987456,Barnehage,Barnehage,Eldre,410,0,2,10.444561,63.451796,False,False,False,False,False,False,0,0,False,[5.33 5.33 5.33 ... 6.97 6.15 6.56],[1.64 2.05 2.05 ... 1.64 1.64 1.64],[4.92 4.92 4.92 ... 6.56 5.74 6.15],[0.41 0.41 0.41 ... 0.41 0.41 0.41],[1.64 2.05 2.05 ... 1.64 1.64 1.64],0,0,0,0,0,0,0,[6.97 7.38 7.38 ... 8.61 7.79 8.2 ],75700.0,2.0,9.0,46885.14,0,0,28837.759999999995,0,0,0,0.8200000000000001,0,0,1.6400000000000001,0,0,0,2.87,0,0,6.5600000000000005,0,0,0,Referansesituasjon
26,38,A,P3,,,Østmarkveien 39,2987668,Sykehus,Sykehus,Eldre,1615,0,4,10.454588,63.45375,False,False,False,False,False,False,0,0,True,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[63 63 63 ... 56 59 60],[0. 0. 0. ... 0. 0. 0.],0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,Referansesituasjon
27,39,A,P3,,,Østmarkveien  33,2987670,Sykehus,Sykehus,Eldre,1595,0,4,10.454744,63.452869,False,False,False,False,False,False,0,0,False,[25.489376  24.688048  25.445992  ... 29.5768825 29.362674  29.5401975],[15.413123  14.862848  14.8205805 ... 16.199777  16.0780785 15.3836155],[24.226455  23.4673945 24.253889  ... 27.8217445 27.840087  28.0759875],[1.262921  1.2206535 1.192103  ... 1.755138  1.522587  1.46421  ],[15.413123  14.862848  14.8205805 ... 16.199777  16.0780785 15.3836155],0,0,0,0,0,0,0,[40.902499  39.550896  40.2665725 ... 45.7766595 45.4407525 44.923813 ],413100.0,30.0,45.0,199789.263289,0,0,213305.801775,0,0,0,8.0699025,0,0,21.73985,0,0,0,12.0845175,0,0,33.024475,0,0,0,Referansesituasjon
28,40,B,P3,,,Østmarkveien 31,2987671,Sykehus,Sykehus,Eldre,1595,0,4,10.45264,63.452522,False,False,False,False,False,False,0,0,False,[25.489376  24.688048  25.445992  ... 29.5768825 29.362674  29.5401975],[15.413123  14.862848  14.8205805 ... 16.199777  16.0780785 15.3836155],[24.226455  23.4673945 24.253889  ... 27.8217445 27.840087  28.0759875],[1.262921  1.2206535 1.192103  ... 1.755138  1.522587  1.46421  ],[15.413123  14.862848  14.8205805 ... 16.199777  16.0780785 15.3836155],0,0,0,0,0,0,0,[40.902499  39.550896  40.2665725 ... 45.7766595 45.4407525 44.923813 ],413100.0,30.0,45.0,199789.263289,0,0,213305.801775,0,0,0,8.0699025,0,0,21.73985,0,0,0,12.0845175,0,0,33.024475,0,0,0,Referansesituasjon
29,41,B,P3,,,Østmarkveien 43,2987672,Sykehus,Sykehus,Eldre,1495,0,4,10.451577,63.453305,False,False,False,False,False,False,0,0,True,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[19 21 19 ... 38 28 28],[0. 0. 0. ... 0. 0. 0.],0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,Referansesituasjon
30,42,B,P3,,,Østmarkveien 23,2987675,Sykehus,Sykehus,Eldre,1680,0,6,10.449077,63.452271,False,False,False,False,True,False,0,0,False,[26.847744 26.003712 26.802048 ... 31.15308  30.927456 31.11444 ],[16.234512 15.654912 15.610392 ... 17.063088 16.934904 16.203432],[25.51752  24.718008 25.546416 ... 29.304408 29.323728 29.5722  ],[1.330224 1.285704 1.255632 ... 1.848672 1.603728 1.54224 ],[16.234512 15.654912 15.610392 ... 17.063088 16.934904 16.203432],0,0,0,0,0,0,0,[43.082256 41.658624 42.41244  ... 48.216168 47.86236  47.317872],435100.0,31.0,48.0,210436.340016,0,0,224673.1956,0,0,0,8.49996,0,0,22.8984,0,0,0,12.72852,0,0,34.784400000000005,0,0,0,Referansesituasjon
31,52,B,P3,,,Østmarkveien 19,2987687,Veksthus,Hus,Eldre,295,0,1,10.451696,63.451311,False,False,False,False,False,False,0,0,False,[5.605 4.425 5.31  ... 7.67  7.08  7.08 ],[1.18  0.885 0.59  ... 2.065 1.77  1.475],[5.31  4.425 5.31  ... 7.08  6.49  6.785],[0.295 0.    0.    ... 0.59  0.59  0.295],[1.18  0.885 0.59  ... 2.065 1.77  1.475],0,0,0,0,0,0,0,[6.785 5.31  5.9   ... 9.735 8.85  8.555],54000.0,3.0,3.0,43464.12,0,0,10579.880000000001,0,0,0,1.77,0,0,1.18,0,0,0,1.77,0,0,0.885,0,0,0,Referansesituasjon
32,54,A,P3,,,Østmarkveien 26,2987693,Andre småhus m/3 boliger el fl,Hus,Eldre,388,0,3,10.448255,63.451866,False,False,False,False,False,False,0,0,False,[ 7.372  5.82   6.984 ... 10.088  9.312  9.312],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],[6.984 5.82  6.984 ... 9.312 8.536 8.924],[0.388 0.    0.    ... 0.776 0.776 0.388],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],0,0,0,0,0,0,0,[ 8.924  6.984  7.76  ... 12.804 11.64  11.252],71100.0,4.0,3.0,57166.367999999995,0,0,13915.232000000002,0,0,0,2.3280000000000003,0,0,1.552,0,0,0,2.3280000000000003,0,0,1.164,0,0,0,Referansesituasjon
