,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn
51,85,D,P3,,,Østmarkveien 22G,6098755,Bo- og behandlingssenter,Sykehjem,Eldre,184,210,1,10.448594,63.451369,False,False,True,False,False,True,0,0,False,[3.864 3.864 3.864 ... 4.232 4.048 4.048],[1.472 1.472 1.472 ... 1.84  1.656 1.656],[3.496 3.496 3.496 ... 3.68  3.68  3.68 ],[0.368 0.368 0.368 ... 0.552 0.368 0.368],[1.472 1.472 1.472 ... 1.84  1.656 1.656],[1.03924211 1.02433684 0.98260211 ... 1.01539368 1.01241263 0.97664   ],"[-1.74939088 -1.72430035 -1.65404688 ... -1.70924604 -1.70422793
 -1.64401067]",[1.07536702 1.11536281 1.22735102 ... 1.50736028 1.33135944 1.42734933],0,0,0,0,[3.58660912 3.61169965 3.68195312 ... 4.36275396 3.99977207 4.05998933],34800.0,3.0,4.0,31088.824,14154.3400964411,0,17855.36,8408.518869172933,8525.965034385968,0,2.024,1.2697142857142856,0,2.392,0.7542857142857144,0.0,0,2.576,1.6159999999999997,0,2.576,0.9600000000000004,0.0,0,Referansesituasjon
52,86,D,P3,,,Østmarkveien 22A,6098758,Bo- og behandlingssenter,Sykehjem,Eldre,310,190,2,10.448912,63.451476,False,False,False,False,False,False,0,0,False,[6.51 6.51 6.51 ... 7.13 6.82 6.82],[2.48 2.48 2.48 ... 3.1  2.79 2.79],[5.89 5.89 5.89 ... 6.2  6.2  6.2 ],[0.62 0.62 0.62 ... 0.93 0.62 0.62],[2.48 2.48 2.48 ... 3.1  2.79 2.79],0,0,0,0,0,0,0,[ 8.99  8.99  8.99 ... 10.23  9.61  9.61],82500.0,7.0,9.0,52377.909999999996,0.0,0,30082.399999999994,0.0,0.0,0,3.41,0.0,0,4.03,0.0,0.0,0,4.34,0.0,0,4.34,0.0,0.0,0,Referansesituasjon
53,87,A,P2,,,Gartnerhaugveien 1,0,0,Andre,Eldre,100,0,0,10.442133,63.4513,False,False,True,False,False,True,0,0,False,[1.59808 1.54784 1.59536 ... 1.85435 1.84092 1.85205],[0.96634 0.93184 0.92919 ... 1.01566 1.00803 0.96449],[1.5189  1.47131 1.52062 ... 1.74431 1.74546 1.76025],[0.07918 0.07653 0.07474 ... 0.11004 0.09546 0.0918 ],[0.96634 0.93184 0.92919 ... 1.01566 1.00803 0.96449],[0.59555776 0.57683478 0.58387228 ... 0.60335738 0.60158601 0.58032954],"[-1.00252224 -0.97100522 -0.98285168 ... -1.01565159 -1.01266978
 -0.97688806]",[0.         0.         0.02863604 ... 0.23534103 0.22666422 0.2948324 ],0,0,0,0,[1.56189776 1.50867478 1.54169832 ... 1.85435841 1.83628022 1.83965194],19700.0,2.0,2.0,12525.97262,6224.870934136382,0,13373.4045,3697.943129189932,2603.158556673686,0,0.50595,0.3173972049689441,0,1.363,0.18855279503105593,0.0,0,0.7576499999999999,0.47529596273291913,0,2.0705,0.2823540372670808,0.0,0,Referansesituasjon
54,88,A,P2,,,Gartnerhaugveien 1,0,0,Andre,Eldre,100,0,0,10.442183,63.451341,False,False,False,False,False,False,0,0,False,[1.59808 1.54784 1.59536 ... 1.85435 1.84092 1.85205],[0.96634 0.93184 0.92919 ... 1.01566 1.00803 0.96449],[1.5189  1.47131 1.52062 ... 1.74431 1.74546 1.76025],[0.07918 0.07653 0.07474 ... 0.11004 0.09546 0.0918 ],[0.96634 0.93184 0.92919 ... 1.01566 1.00803 0.96449],0,0,0,0,0,0,0,[2.56442 2.47968 2.52455 ... 2.87001 2.84895 2.81654],25900.0,2.0,3.0,12525.97262,0.0,0,13373.4045,0.0,0.0,0,0.50595,0.0,0,1.363,0.0,0.0,0,0.7576499999999999,0.0,0,2.0705,0.0,0.0,0,Referansesituasjon
55,89,A,P2,,,Gartnerhaugveien 1,0,0,Andre,Eldre,100,0,0,10.442243,63.451378,False,False,True,False,False,True,0,0,False,[1.59808 1.54784 1.59536 ... 1.85435 1.84092 1.85205],[0.96634 0.93184 0.92919 ... 1.01566 1.00803 0.96449],[1.5189  1.47131 1.52062 ... 1.74431 1.74546 1.76025],[0.07918 0.07653 0.07474 ... 0.11004 0.09546 0.0918 ],[0.96634 0.93184 0.92919 ... 1.01566 1.00803 0.96449],[0.59555776 0.57683478 0.58387228 ... 0.60335738 0.60158601 0.58032954],"[-1.00252224 -0.97100522 -0.98285168 ... -1.01565159 -1.01266978
 -0.97688806]",[0.         0.         0.02863604 ... 0.23534103 0.22666422 0.2948324 ],0,0,0,0,[1.56189776 1.50867478 1.54169832 ... 1.85435841 1.83628022 1.83965194],19700.0,2.0,2.0,12525.97262,6224.870934136382,0,13373.4045,3697.943129189932,2603.158556673686,0,0.50595,0.3173972049689441,0,1.363,0.18855279503105593,0.0,0,0.7576499999999999,0.47529596273291913,0,2.0705,0.2823540372670808,0.0,0,Referansesituasjon
56,90,A,P2,,,Østmarkveien 28U,0,0,Andre,Eldre,730,0,0,10.444495,63.451755,False,False,True,False,False,True,0,0,False,[11.665984 11.299232 11.646128 ... 13.536755 13.438716 13.519965],[7.054282 6.802432 6.783087 ... 7.414318 7.358619 7.040777],[11.08797  10.740563 11.100526 ... 12.733463 12.741858 12.849825],[0.578014 0.558669 0.545602 ... 0.803292 0.696858 0.67014 ],[7.054282 6.802432 6.783087 ... 7.414318 7.358619 7.040777],[2.88166067 2.84033064 2.72460655 ... 2.81553262 2.80726661 2.70807453],"[-4.85079547 -4.78122324 -4.58642102 ... -4.73947991 -4.72556547
 -4.55859213]",[3.93352786 3.67767812 4.33510043 ... 5.98174247 5.90588392 6.25329833],0,0,0,0,"[13.86947053 13.32044076 13.84279398 ... 16.21159309 16.07176953
 16.00214987]",154100.0,11.0,17.0,91439.600126,34932.42948044612,0,97625.85285,20751.93830521552,35755.232340338356,0,3.693435,2.3169995962732917,0,9.9499,1.3764354037267084,0.0,0,5.530845,3.4696605279503103,0,15.114650000000001,2.06118447204969,0.0,0,Referansesituasjon
57,91,A,P2,,,Østmarkveien 26F,0,0,Andre,Eldre,2000,0,0,10.445724,63.451774,False,False,True,False,False,True,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[2.88166067 2.84033064 2.72460655 ... 2.81553262 2.80726661 2.70807453],"[-4.85079547 -4.78122324 -4.58642102 ... -4.73947991 -4.72556547
 -4.55859213]","[24.22914386 23.33524612 24.59617243 ... 29.53198747 29.28556792
 29.77433333]",0,0,0,0,"[46.43760453 44.81237676 45.90457898 ... 52.66072009 52.25343453
 51.77220787]",470200.0,31.0,50.0,250519.45239999998,47820.83642659754,0,267468.09,28408.41767916686,174290.1982942356,0,10.119,6.34794409937888,0,27.259999999999998,3.7710559006211195,0.0,0,15.153,6.590101028969938,0,41.410000000000004,3.9149115023583807,4.6479874686716816,0,Referansesituasjon
58,92,A,P2,,,Østmarkveien 26,0,0,Andre,Eldre,2000,0,0,10.446209,63.451881,False,False,True,False,False,True,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[2.88166067 2.84033064 2.72460655 ... 2.81553262 2.80726661 2.70807453],"[-4.85079547 -4.78122324 -4.58642102 ... -4.73947991 -4.72556547
 -4.55859213]","[24.22914386 23.33524612 24.59617243 ... 29.53198747 29.28556792
 29.77433333]",0,0,0,0,"[46.43760453 44.81237676 45.90457898 ... 52.66072009 52.25343453
 51.77220787]",470200.0,31.0,50.0,250519.45239999998,47820.83642659754,0,267468.09,28408.41767916686,174290.1982942356,0,10.119,6.34794409937888,0,27.259999999999998,3.7710559006211195,0.0,0,15.153,6.590101028969938,0,41.410000000000004,3.9149115023583807,4.6479874686716816,0,Referansesituasjon
59,93,A,P2,,,Østmarkveien 26C,0,0,Andre,Eldre,2000,0,0,10.447303,63.451959,False,False,True,False,False,True,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[2.88166067 2.84033064 2.72460655 ... 2.81553262 2.80726661 2.70807453],"[-4.85079547 -4.78122324 -4.58642102 ... -4.73947991 -4.72556547
 -4.55859213]","[24.22914386 23.33524612 24.59617243 ... 29.53198747 29.28556792
 29.77433333]",0,0,0,0,"[46.43760453 44.81237676 45.90457898 ... 52.66072009 52.25343453
 51.77220787]",470200.0,31.0,50.0,250519.45239999998,47820.83642659754,0,267468.09,28408.41767916686,174290.1982942356,0,10.119,6.34794409937888,0,27.259999999999998,3.7710559006211195,0.0,0,15.153,6.590101028969938,0,41.410000000000004,3.9149115023583807,4.6479874686716816,0,Referansesituasjon
60,94,A,P2,,,Østmarkveien 26B,0,0,Andre,Eldre,2000,0,0,10.447843,63.451992,False,False,False,False,False,False,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],0,0,0,0,0,0,0,[51.2884 49.5936 50.491  ... 57.4002 56.979  56.3308],518000.0,37.0,57.0,250519.45239999998,0.0,0,267468.09,0.0,0.0,0,10.119,0.0,0,27.259999999999998,0.0,0.0,0,15.153,0.0,0,41.410000000000004,0.0,0.0,0,Referansesituasjon
61,95,A,P2,,,Østmarkveien 26,0,0,Andre,Eldre,2000,0,0,10.448262,63.451855,False,False,False,False,False,False,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],0,0,0,0,0,0,0,[51.2884 49.5936 50.491  ... 57.4002 56.979  56.3308],518000.0,37.0,57.0,250519.45239999998,0.0,0,267468.09,0.0,0.0,0,10.119,0.0,0,27.259999999999998,0.0,0.0,0,15.153,0.0,0,41.410000000000004,0.0,0.0,0,Referansesituasjon
62,96,A,P2,,,Østmarkveien 28C,0,0,Andre,Eldre,2000,0,0,10.448161,63.452412,False,False,True,False,False,True,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[2.88166067 2.84033064 2.72460655 ... 2.81553262 2.80726661 2.70807453],"[-4.85079547 -4.78122324 -4.58642102 ... -4.73947991 -4.72556547
 -4.55859213]","[24.22914386 23.33524612 24.59617243 ... 29.53198747 29.28556792
 29.77433333]",0,0,0,0,"[46.43760453 44.81237676 45.90457898 ... 52.66072009 52.25343453
 51.77220787]",470200.0,31.0,50.0,250519.45239999998,47820.83642659754,0,267468.09,28408.41767916686,174290.1982942356,0,10.119,6.34794409937888,0,27.259999999999998,3.7710559006211195,0.0,0,15.153,6.590101028969938,0,41.410000000000004,3.9149115023583807,4.6479874686716816,0,Referansesituasjon
63,97,A,P2,,,Victoria Bachkes Vei 23,0,0,Andre,Eldre,1380,0,0,10.449376,63.450155,False,False,True,False,False,True,0,0,False,[22.053504 21.360192 22.015968 ... 25.59003  25.404696 25.55829 ],[13.335492 12.859392 12.822822 ... 14.016108 13.910814 13.309962],[20.96082  20.304078 20.984556 ... 24.071478 24.087348 24.29145 ],[1.092684 1.056114 1.031412 ... 1.518552 1.317348 1.26684 ],[13.335492 12.859392 12.822822 ... 14.016108 13.910814 13.309962],[2.88166067 2.84033064 2.72460655 ... 2.81553262 2.80726661 2.70807453],"[-4.85079547 -4.78122324 -4.58642102 ... -4.73947991 -4.72556547
 -4.55859213]","[14.32104786 13.73863812 14.70494043 ... 18.03501747 17.87186392
 18.29162333]",0,0,0,0,"[30.53820053 29.43836076 30.25236898 ... 34.86665809 34.58994453
 34.30965987]",314300.0,21.0,32.0,172858.42215600002,43112.77652155275,0,184552.9821,25611.550408843224,104134.09522560402,0,6.9821100000000005,4.380081428571428,0,18.8094,2.6020285714285727,0.0,0,10.45557,6.559084285714285,0,28.5729,3.896485714285715,0.0,0,Referansesituasjon
64,100,A,P2,,,Østmarkveien 22H,0,0,Andre,Eldre,160,0,0,10.448633,63.451336,False,False,False,False,False,False,0,0,False,[2.556928 2.476544 2.552576 ... 2.96696  2.945472 2.96328 ],[1.546144 1.490944 1.486704 ... 1.625056 1.612848 1.543184],[2.43024  2.354096 2.432992 ... 2.790896 2.792736 2.8164  ],[0.126688 0.122448 0.119584 ... 0.176064 0.152736 0.14688 ],[1.546144 1.490944 1.486704 ... 1.625056 1.612848 1.543184],0,0,0,0,0,0,0,[4.103072 3.967488 4.03928  ... 4.592016 4.55832  4.506464],41400.0,3.0,5.0,20041.556192,0.0,0,21397.4472,0.0,0.0,0,0.80952,0.0,0,2.1808,0.0,0.0,0,1.21224,0.0,0,3.3128,0.0,0.0,0,Referansesituasjon
65,101,A,P2,,,Østmarkveien 22F,0,0,Andre,Eldre,178,0,0,10.448502,63.45142,False,False,False,False,False,False,0,0,False,[2.8445824 2.7551552 2.8397408 ... 3.300743  3.2768376 3.296649 ],[1.7200852 1.6586752 1.6539582 ... 1.8078748 1.7942934 1.7167922],[2.703642  2.6189318 2.7067036 ... 3.1048718 3.1069188 3.133245 ],[0.1409404 0.1362234 0.1330372 ... 0.1958712 0.1699188 0.163404 ],[1.7200852 1.6586752 1.6539582 ... 1.8078748 1.7942934 1.7167922],0,0,0,0,0,0,0,[4.5646676 4.4138304 4.493699  ... 5.1086178 5.071131  5.0134412],46100.0,3.0,5.0,22296.231263600002,0.0,0,23804.66001,0.0,0.0,0,0.9005909999999999,0.0,0,2.4261399999999997,0.0,0.0,0,1.348617,0.0,0,3.68549,0.0,0.0,0,Referansesituasjon
66,102,A,P2,,,Østmarkveien 22C,0,0,Andre,Eldre,266,0,0,10.448505,63.451574,False,False,True,False,False,True,0,0,False,[4.2508928 4.1172544 4.2436576 ... 4.932571  4.8968472 4.926453 ],[2.5704644 2.4786944 2.4716454 ... 2.7016556 2.6813598 2.5655434],[4.040274  3.9136846 4.0448492 ... 4.6398646 4.6429236 4.682265 ],[0.2106188 0.2035698 0.1988084 ... 0.2927064 0.2539236 0.244188 ],[2.5704644 2.4786944 2.4716454 ... 2.7016556 2.6813598 2.5655434],[1.58418365 1.53438052 1.55310028 ... 1.60493063 1.60021878 1.54367658],"[-2.66670915 -2.58287388 -2.61438547 ... -2.70163322 -2.69370161
 -2.59852224]",[0.         0.         0.07617186 ... 0.62600715 0.60292682 0.78425418],0,0,0,0,[4.15464805 4.01307492 4.10091753 ... 4.93259338 4.88450539 4.89347416],52300.0,4.0,6.0,33319.08716920001,16558.15668480278,0,35573.25597,9836.528723645219,6924.4017607520045,0,1.3458269999999999,0.8442765652173911,0,3.62558,0.5015504347826087,0.0,0,2.015349,1.264287260869565,0,5.50753,0.7510617391304351,0.0,0,Referansesituasjon
67,103,A,P2,,,Østmarkveien 22A,0,0,Andre,Eldre,330,0,0,10.448914,63.451471,False,False,False,False,False,False,0,0,False,[5.273664 5.107872 5.264688 ... 6.119355 6.075036 6.111765],[3.188922 3.075072 3.066327 ... 3.351678 3.326499 3.182817],[5.01237  4.855323 5.018046 ... 5.756223 5.760018 5.808825],[0.261294 0.252549 0.246642 ... 0.363132 0.315018 0.30294 ],[3.188922 3.075072 3.066327 ... 3.351678 3.326499 3.182817],0,0,0,0,0,0,0,[8.462586 8.182944 8.331015 ... 9.471033 9.401535 9.294582],85500.0,6.0,9.0,41335.709645999996,0.0,0,44132.23484999999,0.0,0.0,0,1.669635,0.0,0,4.4979,0.0,0.0,0,2.500245,0.0,0,6.83265,0.0,0.0,0,Referansesituasjon
68,104,A,P2,,,Østmarkveien 40,0,0,Andre,Eldre,780,0,0,10.447684,63.4532,False,False,False,False,False,False,0,0,False,[12.465024 12.073152 12.443808 ... 14.46393  14.359176 14.44599 ],[7.537452 7.268352 7.247682 ... 7.922148 7.862634 7.523022],[11.84742  11.476218 11.860836 ... 13.605618 13.614588 13.72995 ],[0.617604 0.596934 0.582972 ... 0.858312 0.744588 0.71604 ],[7.537452 7.268352 7.247682 ... 7.922148 7.862634 7.523022],0,0,0,0,0,0,0,[20.002476 19.341504 19.69149  ... 22.386078 22.22181  21.969012],202000.0,15.0,22.0,97702.58643600001,0.0,0,104312.5551,0.0,0.0,0,3.94641,0.0,0,10.6314,0.0,0.0,0,5.90967,0.0,0,16.149900000000002,0.0,0.0,0,Referansesituasjon
69,105,A,P2,,,Østmarkveien 40,0,0,Andre,Eldre,781,0,0,10.447829,63.453439,False,False,True,False,False,True,0,0,False,[12.4810048 12.0886304 12.4597616 ... 14.4824735 14.3775852 14.4645105],[7.5471154 7.2776704 7.2569739 ... 7.9323046 7.8727143 7.5326669],[11.862609  11.4909311 11.8760422 ... 13.6230611 13.6320426 13.7475525],[0.6183958 0.5976993 0.5837194 ... 0.8594124 0.7455426 0.716958 ],[7.5471154 7.2776704 7.2569739 ... 7.9323046 7.8727143 7.5326669],[2.88166067 2.84033064 2.72460655 ... 2.81553262 2.80726661 2.70807453],"[-4.85079547 -4.78122324 -4.58642102 ... -4.73947991 -4.72556547
 -4.55859213]",[4.74854866 4.46707652 5.14873403 ... 6.92746097 6.84475312 7.19784383],0,0,0,0,"[15.17732473 14.58507756 15.13031448 ... 17.67529819 17.52473403
 17.43858527]",166500.0,12.0,18.0,97827.84616219999,35761.673744388034,0,104446.289145,21244.558660032504,40821.61375777946,0,3.9514695,2.478872170807453,0,10.64503,1.472597329192547,0.0,0,5.917246499999999,3.7120614689440985,0,16.170605000000002,2.2051850310559007,0.0,0,Referansesituasjon
70,106,A,P2,,,Østmarkveien ,0,0,Andre,Eldre,544,0,0,10.44852,63.453116,False,False,False,False,False,False,0,0,False,[ 8.6935552  8.4202496  8.6787584 ... 10.087664  10.0146048 10.075152 ],[5.2568896 5.0692096 5.0547936 ... 5.5251904 5.4836832 5.2468256],[8.262816  8.0039264 8.2721728 ... 9.4890464 9.4953024 9.57576  ],[0.4307392 0.4163232 0.4065856 ... 0.5986176 0.5193024 0.499392 ],[5.2568896 5.0692096 5.0547936 ... 5.5251904 5.4836832 5.2468256],0,0,0,0,0,0,0,[13.9504448 13.4894592 13.733552  ... 15.6128544 15.498288  15.3219776],140900.0,10.0,15.0,68141.29105279999,0.0,0,72751.32048000001,0.0,0.0,0,2.7523679999999997,0.0,0,7.41472,0.0,0.0,0,4.1216159999999995,0.0,0,11.26352,0.0,0.0,0,Referansesituasjon
71,107,A,P2,,,Østmarkveien ,0,0,Andre,Eldre,546,0,0,10.448812,63.453317,False,False,True,False,False,True,0,0,False,[ 8.7255168  8.4512064  8.7106656 ... 10.124751  10.0514232 10.112193 ],[5.2762164 5.0878464 5.0733774 ... 5.5455036 5.5038438 5.2661154],[8.293194  8.0333526 8.3025852 ... 9.5239326 9.5302116 9.610965 ],[0.4323228 0.4178538 0.4080804 ... 0.6008184 0.5212116 0.501228 ],[5.2762164 5.0878464 5.0733774 ... 5.5455036 5.5038438 5.2661154],[2.88166067 2.84033064 2.72460655 ... 2.81553262 2.80726661 2.70807453],"[-4.85079547 -4.78122324 -4.58642102 ... -4.73947991 -4.72556547
 -4.55859213]",[0.99306066 0.82965252 1.39963803 ... 2.56973847 2.51859112 2.84552633],0,0,0,0,"[ 9.15093773  8.75782956  9.19762198 ... 10.93077469 10.82970153
 10.81971627]",110200.0,8.0,13.0,68391.8105052,31237.354078578996,0,73018.78856999999,18556.844007076637,18597.61241954437,0,2.762487,1.7329887391304346,0,7.44198,1.0294982608695655,0.0,0,4.136769,2.595115956521739,0,11.30493,1.5416530434782612,0.0,0,Referansesituasjon
72,108,A,P2,,,Østmarkveien ,0,0,Andre,Eldre,546,0,0,10.448821,63.453542,False,False,True,False,False,True,0,0,False,[ 8.7255168  8.4512064  8.7106656 ... 10.124751  10.0514232 10.112193 ],[5.2762164 5.0878464 5.0733774 ... 5.5455036 5.5038438 5.2661154],[8.293194  8.0333526 8.3025852 ... 9.5239326 9.5302116 9.610965 ],[0.4323228 0.4178538 0.4080804 ... 0.6008184 0.5212116 0.501228 ],[5.2762164 5.0878464 5.0733774 ... 5.5455036 5.5038438 5.2661154],[2.88166067 2.84033064 2.72460655 ... 2.81553262 2.80726661 2.70807453],"[-4.85079547 -4.78122324 -4.58642102 ... -4.73947991 -4.72556547
 -4.55859213]",[0.99306066 0.82965252 1.39963803 ... 2.56973847 2.51859112 2.84552633],0,0,0,0,"[ 9.15093773  8.75782956  9.19762198 ... 10.93077469 10.82970153
 10.81971627]",110200.0,8.0,13.0,68391.8105052,31237.354078578996,0,73018.78856999999,18556.844007076637,18597.61241954437,0,2.762487,1.7329887391304346,0,7.44198,1.0294982608695655,0.0,0,4.136769,2.595115956521739,0,11.30493,1.5416530434782612,0.0,0,Referansesituasjon
73,110,D,P2,,,Østmarkveien 26F,2984054,Bo- og behandlingssenter,Sykehjem,Eldre,352,0,2,10.445739,63.451703,False,False,True,False,False,True,0,0,False,[7.392 7.392 7.392 ... 8.096 7.744 7.744],[2.816 2.816 2.816 ... 3.52  3.168 3.168],[6.688 6.688 6.688 ... 7.04  7.04  7.04 ],[0.704 0.704 0.704 ... 1.056 0.704 0.704],[2.816 2.816 2.816 ... 3.52  3.168 3.168],[1.98811533 1.95960092 1.87976055 ... 1.94249227 1.93678938 1.86835478],"[-3.34666081 -3.29866154 -3.16426359 ... -3.26986198 -3.26026213
 -3.14506388]",[2.05722386 2.13373754 2.34797586 ... 2.88364575 2.54694849 2.73058133],0,0,0,0,[6.86133919 6.90933846 7.04373641 ... 8.34613802 7.65173787 7.76693612],66600.0,6.0,7.0,59474.272000000004,27077.868010582974,0,34158.08,16085.86218450474,16310.541804912285,0,3.872,2.4290186335403723,0,4.576,1.4429813664596276,0.0,0,4.928,3.0914782608695646,0,4.928,1.8365217391304354,0.0,0,Referansesituasjon
74,112,A,P2,,,Sjømannsveien 21A,2987440,Annen bygning for bofellesskap,Sykehjem,Eldre,2232,0,5,10.442713,63.450953,False,False,True,False,False,True,0,0,False,[46.872 46.872 46.872 ... 51.336 49.104 49.104],[17.856 17.856 17.856 ... 22.32  20.088 20.088],[42.408 42.408 42.408 ... 44.64  44.64  44.64 ],[4.464 4.464 4.464 ... 6.696 4.464 4.464],[17.856 17.856 17.856 ... 22.32  20.088 20.088],[2.88166067 2.84033064 2.72460655 ... 2.81553262 2.80726661 2.70807453],"[-4.85079547 -4.78122324 -4.58642102 ... -4.73947991 -4.72556547
 -4.55859213]","[39.13954386 39.25044612 39.56097243 ... 43.78098747 41.57116792
 41.83733333]",0,0,0,0,"[59.87720453 59.94677676 60.14157898 ... 68.91652009 64.46643453
 64.63340787]",543100.0,44.0,56.0,377120.952,50611.354459814116,0,216593.28,30066.151164246017,296443.4463759399,0,24.552,9.108615482806393,0,29.016,5.4110587026572645,10.032325814536343,0,31.247999999999998,6.590101028969938,0,31.248,3.9149115023583807,20.74298746867168,0,Referansesituasjon
75,113,A,P2,,,Østmarkveien 28U,2987456,Barnehage,Barnehage,Eldre,410,0,2,10.444561,63.451796,False,False,True,False,False,True,0,0,False,[5.33 5.33 5.33 ... 6.97 6.15 6.56],[1.64 2.05 2.05 ... 1.64 1.64 1.64],[4.92 4.92 4.92 ... 6.56 5.74 6.15],[0.41 0.41 0.41 ... 0.41 0.41 0.41],[1.64 2.05 2.05 ... 1.64 1.64 1.64],[1.60166945 1.60166945 1.60166945 ... 2.09449082 1.84808013 1.97128548],"[-3.72833055 -3.72833055 -3.72833055 ... -4.87550918 -4.30191987
 -4.58871452]",[0. 0. 0. ... 0. 0. 0.],0,0,0,0,[3.24166945 3.65166945 3.65166945 ... 3.73449082 3.48808013 3.61128548],48600.0,2.0,7.0,46885.14,27127.704717135068,0,28837.759999999995,11653.906561060412,8103.528721804517,0,0.8200000000000001,0.5735893155258766,0,1.6400000000000001,0.2464106844741235,0.0,0,2.87,2.007562604340568,0,6.5600000000000005,0.8624373956594322,0.0,0,Referansesituasjon
76,115,A,P2,,,Østmarkveien 26,2987693,Andre småhus m/3 boliger el fl,Hus,Eldre,388,0,3,10.448255,63.451866,False,False,False,False,False,False,0,0,False,[ 7.372  5.82   6.984 ... 10.088  9.312  9.312],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],[6.984 5.82  6.984 ... 9.312 8.536 8.924],[0.388 0.    0.    ... 0.776 0.776 0.388],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],0,0,0,0,0,0,0,[ 8.924  6.984  7.76  ... 12.804 11.64  11.252],71100.0,4.0,3.0,57166.367999999995,0.0,0,13915.232000000002,0.0,0.0,0,2.3280000000000003,0.0,0,1.552,0.0,0.0,0,2.3280000000000003,0.0,0,1.164,0.0,0.0,0,Referansesituasjon
