,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn
10,60,A,P1,,,OMT8-10,592798,Studenthjem/studentboliger,Hus,Eldre,7807,0,10,10.732541,59.964932,True,True,False,False,False,True,True,[57.6 58.4 55.8 ... 65.  59.6 16.8],[50.6 50.6 50.6 ... 50.6 50.6 50.6],[57.6 58.4 55.8 ... 65.  59.6 16.8],"[149.87106666 150.65154222 160.33339095 ... 129.99363844 124.63898332
 113.75184321]",[50.6 50.6 50.6 ... 50.6 50.6 50.6],"[16.45714286 16.68571429 15.94285714 ... 18.57142857 17.02857143
  4.8       ]","[-41.14285714 -41.71428571 -39.85714286 ... -46.42857143 -42.57142857
 -12.        ]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],3928.0,2356800.0,"[67.05714286 67.28571429 66.54285714 ... 69.17142857 67.62857143
 55.4       ]",480100.0,5.0,-6.0,439960.4,314257.4285714286,0,437940.00000000006,125702.97142857143,0.0,83524.73630180625,20.4,14.57142857142857,0,50.6,5.828571428571429,0.0,51.0001940066,0.0,0.0,0,45.2,0.0,0.0,50.800168517500005,Referansesituasjon
11,64,A,E,,,OMT18,593922,Studenthjem/studentboliger,Hus,Eldre,1991,0,5,10.73141,59.965243,True,True,False,False,False,True,True,[33.5 34.5 32.4 ... 23.9 24.2 21.3],[16.1 16.1 16.1 ... 16.1 16.1 16.1],[33.5 34.5 32.4 ... 23.9 24.2 21.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.1 16.1 16.1 ... 16.1 16.1 16.1],[9.57142857 9.85714286 9.25714286 ... 6.82857143 6.91428571 6.08571429],"[-23.92857143 -24.64285714 -23.14285714 ... -17.07142857 -17.28571429
 -15.21428571]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1183.0,709800.0,"[25.67142857 25.95714286 25.35714286 ... 22.92857143 23.01428571
 22.18571429]",126500.0,-15.0,-14.0,132514.4,94653.14285714286,0,131251.69999999998,37861.25714285714,0.0,42602.21595411714,0.0,0.0,0,10.6,0.0,0.0,26.012907971599997,0.0,0.0,0,11.6,0.0,0.0,25.910883955,Referansesituasjon
12,65,A,P1,,,OMT24,593923,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.730378,59.965032,True,True,False,False,False,True,True,[34.7 34.8 32.9 ... 50.9 50.5 49.3],[22.2 22.2 22.2 ... 22.2 22.2 22.2],[34.7 34.8 32.9 ... 50.9 50.5 49.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[22.2 22.2 22.2 ... 22.2 22.2 22.2],"[ 9.91428571  9.94285714  9.4        ... 14.54285714 14.42857143
 14.08571429]","[-24.78571429 -24.85714286 -23.5        ... -36.35714286 -36.07142857
 -35.21428571]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1634.0,980400.0,"[32.11428571 32.14285714 31.6        ... 36.74285714 36.62857143
 36.28571429]",188800.0,-12.0,-9.0,182983.7,130702.64285714287,0,182774.09999999995,52281.05714285714,0.0,46303.96550713686,0.0,0.0,0,16.7,0.0,0.0,28.273195806399997,0.0,0.0,0,18.9,0.0,0.0,28.16230682,Referansesituasjon
13,71,A,E,,,OMT26,593932,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.729364,59.964821,True,True,False,False,False,True,True,[40.8 37.8 37.4 ... 14.  13.4 13.2],[16.2 16.2 16.2 ... 16.2 16.2 16.2],[40.8 37.8 37.4 ... 14.  13.4 13.2],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.2 16.2 16.2 ... 16.2 16.2 16.2],"[11.65714286 10.8        10.68571429 ...  4.          3.82857143
  3.77142857]","[-29.14285714 -27.         -26.71428571 ... -10.          -9.57142857
  -9.42857143]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1221.0,732600.0,"[27.85714286 27.         26.88571429 ... 20.2        20.02857143
 19.97142857]",127800.0,-17.0,-15.0,136789.59999999998,97706.85714285713,0,135028.8,39082.74285714285,0.0,46303.96550713686,0.0,0.0,0,11.0,0.0,0.0,28.273195806399997,0.0,0.0,0,12.8,0.0,0.0,28.16230682,Referansesituasjon
14,72,A,P2,,,OMT34-36,593933,Studenthjem/studentboliger,Hus,Eldre,3605,0,5,10.728414,59.964115,True,True,False,False,False,True,True,[59.2 56.8 53.6 ... 49.6 50.  49.8],[29.6 29.6 29.6 ... 29.6 29.6 29.6],[59.2 56.8 53.6 ... 49.6 50.  49.8],"[77.91135618 78.31709099 83.35025705 ... 67.57795811 64.79430913
 59.13456526]",[29.6 29.6 29.6 ... 29.6 29.6 29.6],"[16.91428571 16.22857143 15.31428571 ... 14.17142857 14.28571429
 14.22857143]","[-42.28571429 -40.57142857 -38.28571429 ... -35.42857143 -35.71428571
 -35.57142857]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],2228.0,1336800.0,"[46.51428571 45.82857143 44.91428571 ... 43.77142857 43.88571429
 43.82857143]",241900.0,-24.0,-26.0,249573.59999999998,178266.85714285713,0,247774.40000000002,71306.74285714286,0.0,77137.6135181277,0.0,0.0,0,23.0,0.0,0.0,47.10021759799999,0.0,0.0,0,20.6,0.0,0.0,46.915488025,Referansesituasjon
15,73,A,P1,,,OMT32,593934,Barnehage,Barnehage,Eldre,561,0,2,10.728939,59.964233,True,True,False,False,False,True,True,[2.64 2.76 3.   ... 1.2  1.32 1.56],[5.76 5.76 5.76 ... 5.76 5.76 5.76],[2.64 2.76 3.   ... 1.2  1.32 1.56],"[13.93194043 13.46267828 13.49336503 ... 16.31573125 14.81938127
 14.9984107 ]",[5.76 5.76 5.76 ... 5.76 5.76 5.76],[0.75428571 0.78857143 0.85714286 ... 0.34285714 0.37714286 0.44571429],"[-1.88571429 -1.97142857 -2.14285714 ... -0.85714286 -0.94285714
 -1.11428571]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],361.0,216600.0,[6.51428571 6.54857143 6.61714286 ... 6.10285714 6.13714286 6.20571429],22500.0,-13.0,-15.0,42613.32,28916.742857142857,0,41444.04,11566.697142857143,2129.880000000002,32630.753301164703,5.4,3.8571428571428577,0,5.76,1.5428571428571427,0.0,20.3556384405,1.08,0.7714285714285715,0,5.76,0.3085714285714286,0.0,20.639895738,Referansesituasjon
16,74,A,E,,,OMT46,593935,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.729544,59.963812,True,True,False,False,False,True,True,[37.9 39.8 37.4 ... 32.2 29.8 28.3],[17.5 17.5 17.5 ... 17.5 17.5 17.5],[37.9 39.8 37.4 ... 32.2 29.8 28.3],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[17.5 17.5 17.5 ... 17.5 17.5 17.5],"[10.82857143 11.37142857 10.68571429 ...  9.2         8.51428571
  8.08571429]","[-27.07142857 -28.42857143 -26.71428571 ... -23.         -21.28571429
 -20.21428571]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1324.0,794400.0,"[28.32857143 28.87142857 28.18571429 ... 26.7        26.01428571
 25.58571429]",143400.0,-16.0,-13.0,148242.5,105887.5,0,147370.9,42355.0,0.0,46303.96550713686,0.0,0.0,0,12.4,0.0,0.0,28.273195806399997,0.0,0.0,0,15.2,0.0,0.0,28.16230682,Referansesituasjon
17,75,A,P2,,,OMT20-22,593936,Studenthjem/studentboliger,Hus,Eldre,3156,0,4,10.73046,59.964537,True,True,False,False,False,True,True,[72.4 70.  66.4 ... 71.2 66.4 64.2],[37.2 37.2 37.2 ... 37.2 37.2 37.2],[72.4 70.  66.4 ... 71.2 66.4 64.2],"[80.07546197 80.49246668 85.66543654 ... 69.45503814 66.5940691
 60.77711728]",[37.2 37.2 37.2 ... 37.2 37.2 37.2],"[20.68571429 20.         18.97142857 ... 20.34285714 18.97142857
 18.34285714]","[-51.71428571 -50.         -47.42857143 ... -50.85714286 -47.42857143
 -45.85714286]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],2835.0,1701000.0,"[57.88571429 57.2        56.17142857 ... 57.54285714 56.17142857
 55.54285714]",322100.0,-23.0,-20.0,317533.6,226809.71428571426,0,315826.19999999995,90723.88571428572,0.0,84412.72824660578,0.0,0.0,0,28.8,0.0,0.0,51.542401782,0.0,0.0,0,31.8,0.0,0.0,51.340249725,Referansesituasjon
18,76,A,E,,,OMT16,593937,Barnehage,Barnehage,Eldre,562,0,2,10.730984,59.964629,True,True,False,False,False,True,True,[7.95 8.   8.05 ... 4.25 4.55 4.85],[6.65 6.65 6.65 ... 6.65 6.65 6.65],[7.95 8.   8.05 ... 4.25 4.55 4.85],"[13.93194043 13.46267828 13.49336503 ... 16.31573125 14.81938127
 14.9984107 ]",[6.65 6.65 6.65 ... 6.65 6.65 6.65],[2.27142857 2.28571429 2.3        ... 1.21428571 1.3        1.38571429],"[-5.67857143 -5.71428571 -5.75       ... -3.03571429 -3.25
 -3.46428571]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],417.0,250200.0,[8.92142857 8.93571429 8.95       ... 7.86428571 7.95       8.03571429],31900.0,-15.0,-17.0,49140.5,33329.607142857145,0,48772.75,13331.842857142856,2479.050000000001,32688.9186368174,0.0,0.0,0,5.55,0.0,0.0,20.391923001,0.0,0.0,0,3.55,0.0,0.0,20.676686996,Referansesituasjon
19,77,A,P1,,,OMT12-14,593938,Studenthjem/studentboliger,Hus,Eldre,9945,0,13,10.731491,59.96473,True,True,False,False,False,True,True,[0. 0. 0. ... 0. 0. 0.],[96.  94.8 96.6 ... 98.7 98.4 99. ],[0. 0. 0. ... 0. 0. 0.],"[177.46462171 178.38879476 189.85321989 ... 153.92745501 147.586926
 134.69529693]",[96.  94.8 96.6 ... 98.7 98.4 99. ],[0. 0. 0. ... 0. 0. 0.],[-0. -0. -0. ... -0. -0. -0.],[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,[96.  94.8 96.6 ... 98.7 98.4 99. ],721800.0,15.0,12.0,19.200000000000017,13.714285714285726,0,803677.5,5.485714285714291,0.0,81845.04069537821,0.0,0.0,0,65.4,0.0,0.0,49.974572069999994,0.0,0.0,0,62.1,0.0,0.0,49.778569125000004,Referansesituasjon
20,78,A,E,,,OMT50,593939,Studenthjem/studentboliger,Hus,Eldre,2130,0,5,10.731572,59.964226,True,True,False,False,False,True,True,[30.2 28.8 28.  ... 38.  35.4 31.8],[18.8 18.8 18.8 ... 18.8 18.8 18.8],[30.2 28.8 28.  ... 38.  35.4 31.8],"[45.44820832 45.68488653 48.62089472 ... 39.42040376 37.79661148
 34.49510024]",[18.8 18.8 18.8 ... 18.8 18.8 18.8],"[ 8.62857143  8.22857143  8.         ... 10.85714286 10.11428571
  9.08571429]","[-21.57142857 -20.57142857 -20.         ... -27.14285714 -25.28571429
 -22.71428571]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1446.0,867600.0,"[27.42857143 27.02857143 26.8        ... 29.65714286 28.91428571
 27.88571429]",160100.0,-12.0,-13.0,161991.40000000002,115708.14285714287,0,159435.00000000003,46283.25714285714,0.0,45576.454034289054,0.0,0.0,0,16.0,0.0,0.0,27.828977388,0.0,0.0,0,14.4,0.0,0.0,27.719830650000002,Referansesituasjon
21,79,A,P1,,,OMT48,593941,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.730559,59.964033,True,True,False,False,False,True,True,[30.6 29.2 28.  ... 27.6 24.9 24.6],[16.6 16.6 16.6 ... 16.6 16.6 16.6],[30.6 29.2 28.  ... 27.6 24.9 24.6],"[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[16.6 16.6 16.6 ... 16.6 16.6 16.6],[8.74285714 8.34285714 8.         ... 7.88571429 7.11428571 7.02857143],"[-21.85714286 -20.85714286 -20.         ... -19.71428571 -17.78571429
 -17.57142857]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1258.0,754800.0,"[25.34285714 24.94285714 24.6        ... 24.48571429 23.71428571
 23.62857143]",134600.0,-15.0,-12.0,140859.0,100613.57142857142,0,140686.59999999998,40245.428571428565,0.0,46303.96550713686,0.0,0.0,0,13.1,0.0,0.0,28.273195806399997,0.0,0.0,0,15.8,0.0,0.0,28.16230682,Referansesituasjon
22,100,A,P1,,,OMT2-4,4285839,Studenthjem/studentboliger,Hus,Eldre,11503,0,14,10.733375,59.964454,True,True,False,False,False,True,True,[0. 0. 0. ... 0. 0. 0.],[108.3 107.7 104.4 ... 110.1 108.  101.7],[0. 0. 0. ... 0. 0. 0.],[214.24591  215.361627 229.202167 ... 185.830434 178.175768 162.612222],[108.3 107.7 104.4 ... 110.1 108.  101.7],[0. 0. 0. ... 0. 0. 0.],[-0. -0. -0. ... -0. -0. -0.],[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,[108.3 107.7 104.4 ... 110.1 108.  101.7],849400.0,35.0,19.0,20.10000000000005,14.357142857142895,0,937294.8,5.742857142857158,0.0,87905.08899336467,0.0,0.0,0,88.8,0.0,0.0,53.67483683671428,0.0,0.0,0,72.6,0.0,0.0,53.46432125535714,Referansesituasjon
